Year,State,Subcategory,Sales,Quantity,Discount,Profit,Profit_Margin
2017,Tennessee,Appliances,20.768,2,0.2,2.3364,0.11249999999999999
2016,Arizona,Storage,39.808,4,0.2,3.9808,0.09999999999999999
2015,Florida,Binders,121.104,6,0.7,-100.92,-0.8333333333333334
2015,Florida,Accessories,111.96,5,0.2,-1.3995,-0.0125
2015,Colorado,Paper,15.696,3,0.2,5.1012,0.325
2015,New York,Storage,70.26,3,0,18.9702,0.26999999999999996
2015,New York,Accessories,90,5,0,16.2,0.18
2015,New York,Binders,6.096,2,0.2,2.0574,0.33749999999999997
2015,New York,Tables,481.176,2,0.4,-120.294,-0.25
2015,New York,Fasteners,7.24,4,0,2.3892,0.33
2016,Pennsylvania,Bookcases,177.45,5,0.5,-78.078,-0.44000000000000006
2016,Pennsylvania,Binders,1369.764,6,0.7,-913.176,-0.6666666666666667
2016,Pennsylvania,Appliances,9.48,3,0.2,0.711,0.075
2017,Pennsylvania,Bookcases,130.98,2,0.5,-89.0664,-0.68
2014,Kentucky,Art,174.95,5,0,45.487,0.26
2014,Kentucky,Storage,826,5,0,214.76,0.26
2017,Washington,Furnishings,139.58,7,0,39.0824,0.27999999999999997
2017,Wisconsin,Accessories,399.95,5,0,143.982,0.36
2014,Kentucky,Binders,12.39,3,0,5.8233,0.47
2017,Texas,Binders,760.98,5,0.8,-1141.47,-1.5
2017,Arizona,Binders,67.86,6,0.7,-45.24,-0.6666666666666667
2015,North Carolina,Fasteners,31.504,11,0.2,11.814,0.375
2015,North Carolina,Labels,5.04,1,0.2,1.638,0.32499999999999996
2015,North Carolina,Binders,39.879,7,0.7,-29.2446,-0.7333333333333333
2015,North Carolina,Furnishings,4.712,1,0.2,1.4136,0.3
2016,California,Chairs,194.352,3,0.2,19.4352,0.09999999999999999
2015,Tennessee,Chairs,97.424,2,0.2,10.9602,0.1125
2016,North Carolina,Storage,704.76,5,0.2,26.4285,0.0375
2016,North Carolina,Binders,27.396,3,0.7,-20.0904,-0.7333333333333333
2014,Washington,Fasteners,5.7,5,0,2.679,0.47
2014,Washington,Furnishings,14.19,3,0,5.5341,0.38999999999999996
2014,Washington,Supplies,7.3,2,0,2.19,0.3
2014,Washington,Accessories,199.98,2,0,75.9924,0.38000000000000006
2014,Washington,Accessories,144.96,4,0,60.8832,0.42
2014,Washington,Accessories,118,2,0,20.06,0.16999999999999998
2014,Washington,Paper,48.94,1,0,24.47,0.5
2014,Washington,Appliances,22.66,2,0,9.7438,0.43
2016,Illinois,Binders,0.836,1,0.8,-1.3376,-1.5999999999999999
2016,Ohio,Paper,30.96,6,0.2,11.223,0.3625
2017,Florida,Bookcases,723.92,5,0.2,-81.441,-0.11250000000000002
2015,Texas,Furnishings,21.968,4,0.6,-15.9268,-0.725
2015,Texas,Phones,619.152,6,0.2,69.6546,0.11249999999999999
2015,Texas,Paper,127.904,7,0.2,41.5688,0.325
2017,California,Furnishings,94.2,5,0,39.564,0.42
2016,California,Supplies,49.5,5,0,13.365,0.27
2016,Pennsylvania,Art,16.52,5,0.2,1.652,0.09999999999999999
2016,Washington,Binders,55.36,4,0.2,19.376,0.35000000000000003
2016,Washington,Machines,11.56,1,0.2,3.757,0.325
2015,California,Paper,17.12,4,0,7.704,0.44999999999999996
2014,Ohio,Furnishings,182.352,3,0.2,-18.2352,-0.09999999999999999
2014,Ohio,Storage,118.16,2,0.2,-25.109,-0.21250000000000002
2017,Illinois,Fasteners,18.368,2,0.2,6.1992,0.3375
2017,Illinois,Chairs,600.558,3,0.3,-8.5794,-0.014285714285714285
2017,Illinois,Storage,50.352,3,0.2,-8.1822,-0.1625
2017,Illinois,Art,28.032,6,0.2,3.504,0.125
2017,Illinois,Furnishings,7.692,1,0.6,-3.6537,-0.47500000000000003
2017,Texas,Tables,517.405,5,0.3,-81.3065,-0.15714285714285714
2016,Texas,Binders,8.608,8,0.8,-13.3424,-1.5499999999999998
2016,Texas,Accessories,159.56,5,0.2,33.9065,0.2125
2016,Virginia,Appliances,2104.55,7,0,694.5015,0.32999999999999996
2016,Virginia,Supplies,40.7,5,0,11.803,0.29
2014,Virginia,Accessories,47.79,3,0,16.2486,0.34
2017,California,Art,5.16,2,0,1.3416,0.25999999999999995
2016,California,Accessories,21.21,7,0,4.4541,0.21000000000000002
2017,New York,Storage,96.36,6,0,25.0536,0.26
2016,California,Supplies,231.72,2,0,11.586,0.05
2016,California,Fasteners,17.9,5,0,8.95,0.5
2016,California,Paper,12.48,2,0,5.616,0.44999999999999996
2014,Pennsylvania,Art,8.016,3,0.2,1.1022,0.1375
2016,Ohio,Phones,259.896,2,0.4,-56.3108,-0.21666666666666665
2016,Ohio,Phones,247.188,2,0.4,-49.4376,-0.2
2016,Ohio,Accessories,279.96,5,0.2,48.993,0.17500000000000002
2016,California,Accessories,450,5,0,162,0.36
2014,Michigan,Paper,19.44,3,0,9.5256,0.49
2017,California,Tables,300.904,1,0.2,11.2839,0.0375
2017,Tennessee,Phones,239.976,3,0.2,26.9973,0.1125
2017,Tennessee,Furnishings,31.168,4,0.2,9.3504,0.30000000000000004
2017,Tennessee,Tables,120.96,2,0.4,-28.224,-0.23333333333333334
2017,Tennessee,Phones,2239.936,8,0.2,223.9936,0.09999999999999999
2017,Tennessee,Appliances,76.608,8,0.2,6.7032,0.0875
2017,Tennessee,Storage,142.776,1,0.2,17.847,0.125
2017,Tennessee,Paper,91.36,5,0.2,29.692,0.325
2015,Pennsylvania,Appliances,3.552,2,0.2,0.444,0.125
2016,Texas,Phones,115.136,8,0.2,11.5136,0.1
2014,Nevada,Fasteners,4.71,1,0,0,0
2014,New York,Chairs,172.764,2,0.1,13.4372,0.07777777777777778
2014,New York,Art,3.52,2,0,1.6896,0.48
2014,California,Phones,79.968,4,0.2,-17.9928,-0.22499999999999998
2014,California,Bookcases,305.9745,3,0.15,25.1979,0.0823529411764706
2014,California,Storage,344.91,3,0,10.3473,0.03
2014,California,Tables,626.352,3,0.2,-23.4882,-0.0375
2015,California,Bookcases,359.499,3,0.15,-29.6058,-0.08235294117647057
2017,California,Phones,71.952,6,0.2,5.3964,0.075
2017,California,Binders,29.8,5,0.2,9.3125,0.3125
2017,Ohio,Binders,1.824,1,0.7,-1.3984,-0.7666666666666667
2016,Texas,Appliances,64.384,4,0.8,-160.96,-2.5
2016,Texas,Furnishings,6.984,2,0.6,-4.5396,-0.65
2016,Texas,Art,11.264,8,0.2,3.9424,0.35000000000000003
2016,Texas,Paper,15.552,3,0.2,5.6376,0.3625
2016,Texas,Chairs,379.372,2,0.3,-119.2312,-0.3142857142857143
2016,Texas,Storage,67.536,9,0.2,6.7536,0.09999999999999999
2016,Texas,Binders,1.524,2,0.8,-2.667,-1.7499999999999998
2016,Florida,Paper,37.408,7,0.2,13.0928,0.35
2016,Florida,Paper,25.344,6,0.2,8.8704,0.35
2017,Washington,Art,46.2,4,0,21.252,0.45999999999999996
2015,Tennessee,Accessories,4.728,3,0.2,0.7092,0.15000000000000002
2015,Tennessee,Furnishings,53.352,3,0.2,16.0056,0.30000000000000004
2015,Tennessee,Bookcases,131.104,2,0.2,8.194,0.0625
2015,Tennessee,Storage,22.512,3,0.2,2.2512,0.09999999999999999
2015,Tennessee,Accessories,72.744,7,0.2,-12.7302,-0.175
2015,Missouri,Supplies,52.59,3,0,15.777,0.3
2017,Washington,Paper,19.44,3,0,9.3312,0.48000000000000004
2017,Washington,Furnishings,126.3,3,0,40.416,0.32
2017,Washington,Accessories,1287.45,5,0,244.6155,0.19
2014,New York,Storage,64.96,4,0,9.744,0.15000000000000002
2016,Minnesota,Storage,535.41,3,0,160.623,0.3
2017,Tennessee,Binders,8.1,5,0.7,-5.94,-0.7333333333333334
2017,Pennsylvania,Art,13.248,4,0.2,3.6432,0.275
2017,Pennsylvania,Phones,83.988,2,0.4,-20.997,-0.25
2016,Louisiana,Art,73.2,5,0,21.228,0.29000000000000004
2015,Indiana,Binders,10.74,3,0,5.1552,0.48
2015,Oregon,Furnishings,11.032,1,0.2,3.0338,0.27499999999999997
2015,Oregon,Accessories,53.04,3,0.2,-4.641,-0.08750000000000001
2015,Massachusetts,Art,17.12,4,0,4.9648,0.29
2015,Massachusetts,Paper,59.94,3,0,28.1718,0.47000000000000003
2017,California,Furnishings,210.58,2,0,12.6348,0.06
2017,California,Binders,30.96,2,0.2,10.062,0.32499999999999996
2017,California,Machines,239.984,2,0.2,38.9974,0.16249999999999998
2015,New York,Binders,3050.376,3,0.2,1143.891,0.375
2015,New York,Phones,133.98,2,0,33.495,0.25
2016,Florida,Paper,93.248,4,0.2,31.4712,0.33749999999999997
2016,Florida,Phones,177.48,3,0.2,19.9665,0.1125
2017,Ohio,Labels,17.712,6,0.2,5.9778,0.3375
2017,Ohio,Binders,4.86,3,0.7,-3.564,-0.7333333333333333
2017,Ohio,Binders,6.258,2,0.7,-5.215,-0.8333333333333333
2016,Maryland,Appliances,37.68,2,0,10.5504,0.27999999999999997
2016,Maryland,Paper,51.84,8,0,24.8832,0.4799999999999999
2016,Maryland,Furnishings,27.42,3,0,9.3228,0.34
2016,Maryland,Binders,5.4,3,0,2.592,0.48
2016,Georgia,Binders,1270.99,1,0,635.495,0.5
2016,Georgia,Envelopes,125.36,8,0,58.9192,0.47
2016,California,Storage,14.03,1,0,4.0687,0.29
2016,California,Supplies,27.96,2,0,7.2696,0.25999999999999995
2015,Texas,Art,5.344,2,0.2,0.7348,0.13749999999999998
2015,Texas,Binders,1.696,2,0.8,-2.544,-1.5
2015,Texas,Appliances,24.588,3,0.8,-67.617,-2.75
2015,Texas,Binders,7.98,5,0.8,-13.167,-1.65
2015,Ohio,Accessories,288,4,0.2,57.6,0.2
2016,Colorado,Phones,146.952,3,0.2,9.1845,0.0625
2016,Colorado,Chairs,83.136,4,0.2,5.196,0.0625
2017,North Carolina,Appliances,942.784,4,0.2,94.2784,0.1
2017,North Carolina,Paper,74.352,3,0.2,23.235,0.3125
2015,New York,Appliances,26.88,6,0,6.72,0.25
2015,New York,Binders,10.896,2,0.2,3.8136,0.35
2016,Illinois,Art,3.536,2,0.2,0.3094,0.08750000000000001
2016,Texas,Chairs,528.43,5,0.3,0,0
2016,Texas,Paper,41.472,8,0.2,14.5152,0.35
2017,New York,Bookcases,287.976,3,0.2,7.1994,0.024999999999999998
2015,Oregon,Storage,29.304,3,0.2,2.5641,0.0875
2015,Texas,Art,55.328,2,0.2,6.2244,0.1125
2015,Texas,Bookcases,1227.9984,6,0.32,-36.1176,-0.029411764705882356
2016,Idaho,Binders,20.416,4,0.2,6.6352,0.325
2016,Idaho,Tables,1128.39,3,0,259.5297,0.22999999999999998
2017,Tennessee,Labels,4.608,2,0.2,1.6704,0.36250000000000004
2017,Arizona,Phones,195.96,5,0.2,19.596,0.09999999999999999
2017,Arizona,Paper,15.552,3,0.2,5.4432,0.35000000000000003
2017,Arizona,Accessories,271.968,4,0.2,54.3936,0.19999999999999998
2017,North Carolina,Chairs,698.352,3,0.2,52.3764,0.075
2017,North Carolina,Bookcases,77.728,2,0.2,-3.8864,-0.05
2015,Virginia,Binders,46.62,9,0,21.4452,0.46
2017,Texas,Phones,537.544,7,0.2,47.0351,0.08750000000000001
2014,California,Labels,14.62,2,0,6.8714,0.47000000000000003
2014,California,Fasteners,22.55,5,0,8.7945,0.38999999999999996
2014,California,Phones,583.8,5,0.2,72.975,0.125
2014,California,Phones,211.168,4,0.2,15.8376,0.075
2016,Utah,Paper,12.96,2,0,6.2208,0.4799999999999999
2016,Utah,Art,45.98,2,0,12.8744,0.28
2016,Vermont,Phones,1294.75,5,0,336.635,0.26
2014,Pennsylvania,Copiers,1799.97,5,0.4,239.996,0.13333333333333333
2017,Illinois,Paper,10.688,2,0.2,3.7408,0.35
2016,Oklahoma,Phones,221.98,2,0,62.1544,0.28
2016,Oklahoma,Bookcases,341.96,2,0,54.7136,0.16
2014,New York,Accessories,34.77,3,0,11.4741,0.32999999999999996
2014,New York,Labels,18.9,3,0,8.694,0.4600000000000001
2017,Utah,Binders,102.72,3,0.2,37.236,0.3625
2016,New York,Furnishings,40.48,2,0,14.5728,0.36000000000000004
2017,Pennsylvania,Binders,33.282,3,0.7,-27.735,-0.8333333333333334
2017,Pennsylvania,Phones,118.65,5,0.4,19.775,0.16666666666666666
2017,Pennsylvania,Labels,14.76,5,0.2,4.9815,0.33749999999999997
2017,California,Paper,37.52,4,0,18.0096,0.4799999999999999
2016,Michigan,Appliances,207.144,3,0.1,48.3336,0.2333333333333333
2016,Michigan,Art,13.9,5,0,3.753,0.27
2015,Arizona,Chairs,266.352,3,0.2,13.3176,0.05000000000000001
2015,Delaware,Phones,307.98,2,0,89.3142,0.29
2015,Delaware,Paper,44.1,6,0,20.727,0.47
2015,Delaware,Art,13.12,4,0,5.6416,0.43000000000000005
2015,Delaware,Envelopes,16.56,2,0,7.7832,0.47000000000000003
2015,Delaware,Paper,38.88,6,0,18.6624,0.48000000000000004
2015,Texas,Paper,335.52,4,0.2,117.432,0.35000000000000003
2017,Florida,Copiers,959.984,2,0.2,311.9948,0.325
2017,Florida,Binders,4.086,2,0.7,-2.9964,-0.7333333333333333
2017,Florida,Art,55.984,2,0.2,4.1988,0.075
2017,Florida,Paper,10.688,2,0.2,3.7408,0.35
2017,Pennsylvania,Envelopes,8.856,3,0.2,2.8782,0.325
2015,Pennsylvania,Labels,6.912,3,0.2,2.5056,0.3625
2014,Texas,Paper,26.72,5,0.2,9.352,0.35000000000000003
2014,Texas,Paper,33.488,7,0.2,10.465,0.3125
2015,Missouri,Paper,10.56,2,0,4.752,0.44999999999999996
2014,Indiana,Storage,386.34,2,0,54.0876,0.14
2016,Washington,Binders,33.44,10,0.2,11.704,0.35000000000000003
2015,Virginia,Furnishings,39.96,2,0,14.3856,0.36
2015,New York,Binders,1217.568,2,0.2,456.588,0.375
2017,Georgia,Storage,15.51,1,0,3.8775,0.25
2017,Georgia,Phones,89.9,2,0,25.172,0.27999999999999997
2017,Georgia,Art,14.28,4,0,3.7128,0.26
2017,Georgia,Art,12.72,3,0,4.9608,0.38999999999999996
2017,Georgia,Labels,15.75,5,0,7.56,0.48
2014,California,Art,70.95,3,0,18.447,0.25999999999999995
2014,California,Binders,65.568,2,0.2,23.7684,0.3625
2014,California,Accessories,299.97,3,0,131.9868,0.43999999999999995
2016,California,Accessories,89.97,3,0,39.5868,0.43999999999999995
2016,California,Accessories,31.86,2,0,11.151,0.35
2014,Minnesota,Storage,67.15,5,0,16.7875,0.25
2017,Ohio,Binders,7.236,3,0.7,-6.03,-0.8333333333333334
2017,Ohio,Fasteners,4.824,3,0.2,1.7487,0.3625
2017,Ohio,Paper,91.36,5,0.2,29.692,0.325
2017,Ohio,Appliances,130.112,2,0.2,13.0112,0.1
2015,North Carolina,Phones,74.24,1,0.2,8.352,0.11250000000000002
2015,North Carolina,Furnishings,159.84,10,0.2,45.954,0.2875
2015,North Carolina,Binders,2.892,2,0.7,-2.3136,-0.8
2015,North Carolina,Paper,9.392,2,0.2,3.2872,0.35000000000000003
2014,New York,Paper,123.92,4,0,55.764,0.45
2015,Pennsylvania,Supplies,55.6,5,0.2,6.255,0.11249999999999999
2015,Pennsylvania,Accessories,617.976,3,0.2,-7.7247,-0.0125
2017,Idaho,Binders,21.312,3,0.2,7.992,0.375
2017,California,Accessories,209.94,6,0,39.8886,0.18999999999999997
2017,California,Phones,31.984,2,0.2,-7.996,-0.25
2017,California,Binders,5083.96,5,0.2,1906.485,0.375
2017,North Carolina,Phones,35.96,1,0.2,3.596,0.1
2015,New Jersey,Labels,31.05,3,0,14.904,0.48
2015,New Jersey,Furnishings,8.92,4,0,3.9248,0.44
2015,New Jersey,Binders,209.6,4,0,96.416,0.46
2015,New Jersey,Appliances,111.04,4,0,29.9808,0.26999999999999996
2015,New Jersey,Paper,38.88,6,0,18.6624,0.48000000000000004
2015,Virginia,Appliances,36.27,3,0,10.881,0.3
2014,Illinois,Bookcases,493.43,5,0.3,-70.49,-0.14285714285714285
2014,Illinois,Phones,11.12,2,0.2,3.475,0.31250000000000006
2016,California,Machines,686.4,2,0.2,77.22,0.1125
2017,Washington,Binders,15.92,5,0.2,5.373,0.3375
2017,Washington,Furnishings,70.68,12,0,31.0992,0.43999999999999995
2017,Washington,Storage,541.24,4,0,5.4124,0.01
2014,Ohio,Machines,101.994,2,0.7,-71.3958,-0.7
2014,Ohio,Binders,18.264,2,0.7,-13.3936,-0.7333333333333333
2017,Texas,Binders,21.99,5,0.8,-32.985,-1.5
2016,Texas,Supplies,185.376,2,0.2,-34.758,-0.1875
2016,Texas,Appliances,58.924,1,0.8,-153.2024,-2.6
2017,New Jersey,Machines,480,4,0,225.6,0.47
2017,New Jersey,Storage,34.05,3,0,9.534,0.28
2015,California,Paper,192.72,11,0,92.5056,0.48
2015,California,Accessories,239.97,3,0,86.3892,0.36
2016,Illinois,Accessories,50.12,7,0.2,-0.6265,-0.012499999999999999
2017,North Carolina,Phones,15.984,2,0.2,1.3986,0.08750000000000001
2017,North Carolina,Paper,14.352,3,0.2,4.485,0.3125
2014,Ohio,Binders,6.528,4,0.7,-4.5696,-0.7000000000000001
2014,Ohio,Binders,2.862,3,0.7,-2.2896,-0.8
2014,Ohio,Binders,20.856,8,0.7,-16.6848,-0.7999999999999999
2014,California,Storage,276.28,2,0,0,0
2017,California,Furnishings,629.64,9,0,107.0388,0.16999999999999998
2016,Missouri,Phones,449.97,3,0,220.4853,0.48999999999999994
2016,Missouri,Appliances,1927.59,7,0,751.7601,0.39
2016,Georgia,Chairs,121.78,2,0,30.445,0.25
2015,California,Chairs,2676.672,9,0.2,267.6672,0.09999999999999999
2014,Texas,Tables,489.23,2,0.3,41.934,0.0857142857142857
2016,California,Furnishings,312.03,3,0,43.6842,0.14
2016,California,Storage,17.94,3,0,3.0498,0.16999999999999998
2016,California,Phones,165.6,3,0.2,10.35,0.0625
2016,California,Paper,37.52,4,0,18.0096,0.4799999999999999
2015,Virginia,Phones,494.97,3,0,148.491,0.3
2015,Virginia,Labels,25.06,2,0,11.7782,0.47000000000000003
2016,Illinois,Furnishings,32.064,3,0.6,-12.8256,-0.39999999999999997
2016,Illinois,Paper,18.496,4,0.2,6.7048,0.3625
2016,Illinois,Chairs,191.079,3,0.3,-38.2158,-0.2
2016,Illinois,Paper,10.368,2,0.2,3.6288,0.35
2016,New York,Labels,30.53,1,0,14.0438,0.45999999999999996
2016,New York,Accessories,30.84,3,0,6.168,0.2
2016,New York,Paper,75.06,9,0,33.777,0.45
2016,California,Phones,66.976,7,0.2,6.6976,0.1
2015,California,Paper,182.72,8,0,84.0512,0.45999999999999996
2017,Massachusetts,Labels,21.93,3,0,10.3071,0.47000000000000003
2017,Tennessee,Accessories,95.976,3,0.2,15.5961,0.1625
2017,Tennessee,Phones,143.928,9,0.2,-32.3838,-0.225
2017,Tennessee,Binders,3.564,2,0.7,-2.97,-0.8333333333333334
2017,Tennessee,Labels,4.928,2,0.2,1.7248000000000001,0.35000000000000003
2016,Texas,Storage,856.656,6,0.2,107.082,0.125
2016,Texas,Binders,13.184,4,0.8,-20.4352,-1.55
2016,Texas,Appliances,48.784,4,0.8,-131.7168,-2.7
2016,Texas,Paper,76.64,2,0.2,26.824,0.35000000000000003
2016,Texas,Binders,18.528,6,0.8,-27.792,-1.5000000000000002
2014,Virginia,Furnishings,177.68,2,0,46.1968,0.26
2014,New York,Accessories,159.98,2,0,57.5928,0.36
2016,Florida,Phones,52.68,3,0.2,19.755,0.375
2016,Florida,Furnishings,11.568,3,0.2,2.6028,0.22499999999999998
2017,North Carolina,Binders,4.572,4,0.7,-3.81,-0.8333333333333334
2016,Illinois,Phones,1439.968,4,0.2,143.9968,0.1
2016,Illinois,Binders,1.728,3,0.8,-2.6784,-1.55
2016,Illinois,Tables,626.1,3,0.5,-538.446,-0.86
2015,Washington,Art,99.2,5,0,25.792,0.26
2015,Texas,Tables,609.98,4,0.3,-113.282,-0.1857142857142857
2015,Texas,Tables,211.372,2,0.3,-45.294,-0.21428571428571425
2015,Texas,Phones,239.976,3,0.2,17.9982,0.075
2017,Wisconsin,Furnishings,99.95,5,0,22.9885,0.22999999999999998
2017,Wisconsin,Accessories,29.34,3,0,10.8558,0.37
2016,Wisconsin,Furnishings,16.74,2,0,4.3524,0.26000000000000006
2017,Pennsylvania,Paper,12.672,3,0.2,3.96,0.3125
2017,Pennsylvania,Accessories,1119.888,14,0.2,209.979,0.18750000000000003
2015,California,Art,204.85,5,0,53.261,0.26
2015,California,Phones,135.984,2,0.2,16.998,0.125
2015,California,Art,16.4,5,0,7.052,0.43
2015,California,Binders,92.96,2,0.2,31.374,0.3375
2014,Florida,Supplies,7.632,3,0.2,-1.8126,-0.23750000000000002
2016,Oregon,Binders,4.158,7,0.7,-3.465,-0.8333333333333333
2016,Oregon,Machines,179.991,3,0.7,-251.9874,-1.4
2017,Illinois,Chairs,239.358,3,0.3,-47.8716,-0.2
2014,California,Paper,164.88,3,0,80.7912,0.49000000000000005
2014,California,Supplies,10.95,3,0,3.285,0.30000000000000004
2017,Massachusetts,Paper,19.44,3,0,9.3312,0.48000000000000004
2017,Massachusetts,Binders,12.3,5,0,6.15,0.5
2014,California,Appliances,13.97,1,0,3.6322,0.26
2017,Tennessee,Tables,934.956,6,0.4,-249.3216,-0.26666666666666666
2017,Tennessee,Accessories,46.864,2,0.2,7.6154,0.1625
2017,Tennessee,Storage,26.16,3,0.2,1.962,0.075
2017,Tennessee,Art,23.128,7,0.2,2.891,0.125
2017,Tennessee,Appliances,59.24,5,0.2,16.291,0.275
2014,Florida,Bookcases,155.456,4,0.2,-7.7728,-0.05
2014,California,Paper,8.56,2,0,3.852,0.44999999999999996
2017,Florida,Furnishings,21,3,0.2,5.775,0.275
2017,Florida,Machines,120,2,0.5,-7.2,-0.060000000000000005
2017,Texas,Phones,299.96,5,0.2,37.495,0.125
2017,Texas,Appliances,67.84,5,0.8,-179.776,-2.65
2017,Texas,Chairs,853.93,5,0.3,-24.398,-0.028571428571428574
2017,Texas,Art,18.688,4,0.2,3.7376,0.2
2016,Virginia,Furnishings,273.96,2,0,71.2296,0.26000000000000006
2016,Virginia,Accessories,89.97,3,0,18.8937,0.21
2016,Virginia,Furnishings,756.8,5,0,75.68,0.10000000000000002
2017,Texas,Binders,1.248,2,0.8,-1.9344,-1.5499999999999998
2016,Pennsylvania,Accessories,72,1,0.2,14.4,0.2
2016,Pennsylvania,Chairs,470.155,7,0.3,-13.433,-0.028571428571428574
2014,Tennessee,Storage,39.128,1,0.2,-8.8038,-0.225
2017,Ohio,Art,19.728,9,0.2,1.7262,0.0875
2017,Ohio,Phones,151.188,2,0.4,-25.198,-0.16666666666666669
2017,New York,Chairs,271.764,2,0.1,60.392,0.22222222222222224
2014,Pennsylvania,Accessories,47.496,1,0.2,-1.1874,-0.024999999999999998
2017,California,Bookcases,344.981,7,0.15,28.4102,0.08235294117647059
2017,Texas,Paper,36.288,7,0.2,12.7008,0.35000000000000003
2017,Texas,Paper,78.304,2,0.2,29.364,0.375
2017,Texas,Tables,127.785,1,0.3,-31.0335,-0.24285714285714285
2017,Texas,Binders,6.104,2,0.8,-9.156,-1.5
2014,New Jersey,Binders,5.76,2,0,2.8224,0.49000000000000005
2015,Texas,Binders,1.72,1,0.8,-2.838,-1.6500000000000001
2014,Illinois,Binders,8.952,2,0.8,-14.7708,-1.65
2016,Illinois,Appliances,2.334,3,0.8,-6.3018,-2.6999999999999997
2016,Illinois,Binders,1.728,4,0.8,-2.7648,-1.6
2016,Illinois,Furnishings,159.04,5,0.6,-194.824,-1.225
2016,Illinois,Tables,145.98,2,0.5,-99.2664,-0.68
2015,North Carolina,Furnishings,77.952,3,0.2,12.6672,0.1625
2015,North Carolina,Binders,95.97,5,0.7,-73.577,-0.7666666666666666
2015,North Carolina,Phones,105.584,2,0.2,9.2386,0.0875
2015,North Carolina,Art,9.344,2,0.2,1.168,0.125
2015,Missouri,Furnishings,9.68,2,0,3.7752,0.39
2015,Missouri,Copiers,4899.93,7,0,2302.9671,0.4699999999999999
2017,California,Accessories,104.75,5,0,21.9975,0.21
2017,Tennessee,Accessories,18.528,2,0.2,4.4004,0.23750000000000004
2017,Tennessee,Tables,1875.258,7,0.4,-968.8833,-0.5166666666666666
2014,Florida,Paper,91.36,5,0.2,29.692,0.325
2014,Florida,Appliances,152.24,5,0.2,17.127,0.11249999999999999
2017,Texas,Phones,35.184,2,0.2,12.3144,0.35
2017,Texas,Paper,56.704,2,0.2,19.1376,0.33749999999999997
2017,Texas,Paper,274.064,7,0.2,102.774,0.375
2017,Pennsylvania,Chairs,458.43,5,0.3,-124.431,-0.2714285714285714
2014,Arizona,Binders,8.226,3,0.7,-6.0324,-0.7333333333333333
2014,Georgia,Accessories,5.95,1,0,0.833,0.13999999999999999
2014,Georgia,Paper,15.24,3,0,7.1628,0.47
2015,Washington,Accessories,239.94,6,0,26.3934,0.11
2015,Washington,Art,23.84,8,0,6.4368,0.27
2017,Wisconsin,Storage,92.52,6,0,24.9804,0.27
2017,Wisconsin,Storage,37.76,1,0,10.5728,0.28
2017,Wisconsin,Labels,7.38,2,0,3.4686,0.47
2017,Wisconsin,Furnishings,5.82,2,0,2.7354,0.47
2017,Ohio,Paper,3.816,1,0.2,1.1925,0.3125
2017,Alabama,Binders,26.16,4,0,12.8184,0.49
2015,Texas,Accessories,100.8,2,0.2,21.42,0.21250000000000002
2016,New York,Furnishings,135.8,7,0,66.542,0.49
2017,California,Art,13.9,5,0,3.753,0.27
2017,California,Envelopes,19.4,5,0,9.312,0.48
2016,New Mexico,Binders,13.488,2,0.2,4.3836,0.32500000000000007
2016,New Mexico,Binders,11.416,1,0.2,3.8529,0.33749999999999997
2016,Idaho,Paper,17.64,3,0,8.6436,0.48999999999999994
2016,Idaho,Binders,17.04,3,0.2,5.538,0.325
2014,Virginia,Accessories,99.98,2,0,7.9984,0.08
2014,Virginia,Furnishings,29.46,6,0,9.7218,0.33
2015,Ohio,Binders,166.92,13,0.7,-116.844,-0.7000000000000001
2016,Colorado,Furnishings,98.328,3,0.2,9.8328,0.1
2015,New York,Chairs,117.882,1,0.1,1.3098,0.011111111111111112
2016,New York,Accessories,20.97,3,0,9.0171,0.43
2016,New York,Accessories,139.96,4,0,9.7972,0.06999999999999999
2016,New York,Furnishings,37.74,3,0,12.8316,0.33999999999999997
2016,Massachusetts,Furnishings,14.82,3,0,6.2244,0.42
2016,Massachusetts,Furnishings,191.82,3,0,61.3824,0.32
2014,New York,Binders,13.904,2,0.2,4.5188,0.32499999999999996
2017,Washington,Appliances,314.6,4,0,103.818,0.32999999999999996
2017,Washington,Tables,283.56,4,0,45.3696,0.16
2017,Michigan,Chairs,487.96,2,0,146.388,0.30000000000000004
2014,Arkansas,Binders,1793.98,2,0,843.1706,0.47000000000000003
2015,Illinois,Binders,2.992,4,0.8,-4.488,-1.5000000000000002
2015,Illinois,Accessories,108.768,4,0.2,2.7192,0.024999999999999998
2015,New York,Paper,25.92,4,0,12.4416,0.4799999999999999
2015,New York,Storage,22.58,2,0,5.8708,0.26
2017,Texas,Phones,55.176,3,0.2,-12.4146,-0.225
2016,Michigan,Binders,9892.74,13,0,4946.37,0.5
2014,Arizona,Tables,73.915,1,0.5,-45.8273,-0.62
2014,Florida,Furnishings,337.088,4,0.2,16.8544,0.04999999999999999
2015,California,Appliances,61.44,3,0,16.5888,0.27
2016,California,Accessories,479.97,3,0,163.1898,0.33999999999999997
2017,California,Binders,5.984,2,0.2,2.244,0.37500000000000006
2017,California,Accessories,189.95,5,0,45.588,0.24000000000000002
2017,California,Accessories,149.95,5,0,31.4895,0.21000000000000002
2017,California,Art,29.95,5,0,8.6855,0.29
2017,California,Labels,44.4,3,0,22.2,0.5
